# x_m, y_m, w_tr_right_m, w_tr_left_m
1.671786915900975057e+00,2.697485909103500390e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.581883600848435156e+00,2.741273954872049945e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.489144256166856417e+00,2.778682645462383416e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.394020882099897163e+00,2.809529831470031436e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.296977098359380687e+00,2.833664494188749217e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.198485884499414400e+00,2.850971578574895471e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.099027274671794840e+00,2.861356894296221309e+00,4.000000000000000222e-01,4.000000000000000222e-01
9.990860179981513323e-01,2.864807404042529093e+00,4.000000000000000222e-01,4.000000000000000222e-01
8.991492159619125513e-01,2.868338727739843552e+00,4.000000000000000222e-01,4.000000000000000222e-01
7.997039483351474631e-01,2.878863469648625717e+00,4.000000000000000222e-01,4.000000000000000222e-01
7.012348992112164003e-01,2.896292880828671645e+00,4.000000000000000222e-01,4.000000000000000222e-01
6.042219947136810987e-01,2.920552264137089793e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.091380638949640769e-01,2.951520577462653616e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.164465342252789970e-01,2.989047652086931794e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.265991729037189262e-01,3.032950375944922339e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.400338850000803270e-01,3.083014829817008362e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.571725791590188603e-01,3.138996990017008937e+00,4.000000000000000222e-01,4.000000000000000222e-01
7.841911126882288030e-02,3.200624010603954073e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.157316117120332839e-03,3.267595527837030112e+00,4.000000000000000222e-01,4.000000000000000222e-01
-6.525086337301194694e-02,3.339585131035825771e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.294671402086716439e-01,3.416241951576554747e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.881785320966276598e-01,3.497192373498384743e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.410988868808104646e-01,3.582041854321430741e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.879702772129833499e-01,3.670376848036965622e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.285642576591461528e-01,3.761766820669726563e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.626829781146930776e-01,3.855766348650797148e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.901601481016649386e-01,3.951917289756926799e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.108618472482368777e-01,4.049751016040004536e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.246871780002617336e-01,4.148790697862405175e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.315687573836278768e-01,4.248553627906445307e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.314730454206495702e-01,4.348553573830915120e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.244005085998232008e-01,4.448303148108143645e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.103856176022184776e-01,4.547316183491306951e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.894966792955865120e-01,4.645110102534233398e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.618355038150261604e-01,4.741208269614962667e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.275369083528161251e-01,4.835142313999566177e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.867680600758746867e-01,4.926454412623939128e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.397276613734019568e-01,5.014699521467499643e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.866449814056903578e-01,5.099447544643432195e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.277787386742267051e-01,5.180285430633513322e+00,4.000000000000000222e-01,4.000000000000000222e-01
-6.341584005930932244e-02,5.256819185450783749e+00,4.000000000000000222e-01,4.000000000000000222e-01
6.130017529069262984e-03,5.328675792918156517e+00,4.000000000000000222e-01,4.000000000000000222e-01
8.051987607165754512e-02,5.395505032703701076e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.593911684799483308e-01,5.456981187251797927e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.423594857039099992e-01,5.512804629290732450e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.290204502947517984e-01,5.562703282179436215e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.189516872912565359e-01,5.606433945975821231e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.117148828237624292e-01,5.643783482763601533e+00,4.000000000000000222e-01,4.000000000000000222e-01
6.068579204024586726e-01,5.674569855460480206e+00,4.000000000000000222e-01,4.000000000000000222e-01
7.039170844779510938e-01,5.698643015044654092e+00,4.000000000000000222e-01,4.000000000000000222e-01
8.024193205342495805e-01,5.715885631875442741e+00,4.000000000000000222e-01,4.000000000000000222e-01
9.018845406987119340e-01,5.726213667543616381e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.001827963631727991e+00,5.729576784464349259e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.101762477291787334e+00,5.725958591216461890e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.201201013060087641e+00,5.715376722432203849e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.299658919653531752e+00,5.697882752848215659e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.396656325255900777e+00,5.673561945936542728e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.491720476354509994e+00,5.642532838340902579e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.584388041883092457e+00,5.604946662143537317e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.674207371440909364e+00,5.560986607778518831e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.760740696581430065e+00,5.510866931183935336e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.843566264443198932e+00,5.454831909544584967e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.922280393318355207e+00,5.393154650714896192e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.996499440160950378e+00,5.326135762124239115e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.065861670367465486e+00,5.254101885654301363e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.130029021011265122e+00,5.177404105621606689e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.188688747825795922e+00,5.096416237653604853e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.241554952098846698e+00,5.011533006688397407e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.288369964244538757e+00,4.923168123391937989e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.328905636826771541e+00,4.831752266809043128e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.362964316435359091e+00,4.737730988955724420e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.390380334890431335e+00,4.641562529426179751e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.411018827788640184e+00,4.543715634086053612e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.424783884988567895e+00,4.444667074186758882e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.431590810452408213e+00,4.344900062225636184e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.433340367660940640e+00,4.244915403771521767e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.440485749867021603e+00,4.145170018057463324e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.454559990932055680e+00,4.046165868394653309e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.475511034611542982e+00,3.948385055676868038e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.503232298571604009e+00,3.852304268721272518e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.537589880438344103e+00,3.758391761919236185e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.578415999255259994e+00,3.667105261910300840e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.625511761657302490e+00,3.578889685641404306e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.678647604833960028e+00,3.494174985684970203e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.737564557605546511e+00,3.413374050977394880e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.801975464199641053e+00,3.336880695455076484e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.871566394190476323e+00,3.265067738381555174e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.945998169754642682e+00,3.198285187345355940e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.024908019539386483e+00,3.136858532345903505e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.107911346561458288e+00,3.081087159400366371e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.194603602741059589e+00,3.031242891371303205e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.284562260604895201e+00,2.987568663135614866e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.377348872637506272e+00,2.950277337549509937e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.472511208219855927e+00,2.919550667980956860e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.569585457746438095e+00,2.895538412465953559e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.668098493176598751e+00,2.878357603806144027e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.767570174002863759e+00,2.868091979165235283e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.867515687397141910e+00,2.864791571944280246e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.967447911129269311e+00,2.868472467924995772e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.066879787741274122e+00,2.879116726869621612e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.165326698405980466e+00,2.896672469959454155e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.262308824899993631e+00,2.921054132645874102e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.357353488179145806e+00,2.952142881681509401e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.449997452158442002e+00,2.989787194298977546e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.539789181468219859e+00,3.033803596714356843e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.626291042182248070e+00,3.083977558355994297e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.709081434792715015e+00,3.140064537460386163e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.787756849032239970e+00,3.201791172938639463e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.861933830543124557e+00,3.268856616705935636e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.931250849751476650e+00,3.340933999975023383e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.995370064052016446e+00,3.417672026387342132e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.053978963908773103e+00,3.498696684141393565e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.106791897878656172e+00,3.583613069057953737e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.153551457737424180e+00,3.672007308628281841e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.194029759755334652e+00,3.763448581683228600e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.228029455037329853e+00,3.857491208748982991e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.255385068432004481e+00,3.953676859611228611e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.275962388176790085e+00,4.051536654224851652e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.289664443947714290e+00,4.150593947490438751e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.296412003353681897e+00,4.250364775381443749e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297177916915663864e+00,4.350363089174178910e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297184949678922727e+00,4.450362614185107368e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183065255687495e+00,4.550362741458044091e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183570185371337e+00,4.650362707355363945e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183434889870313e+00,4.750362716493147452e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183471142190569e+00,4.850362714044686996e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183461428411455e+00,4.950362714700751177e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183464031210320e+00,5.050362714524958108e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183463333791309e+00,5.150362714572062295e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183463520664937e+00,5.250362714559439148e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183463470592102e+00,5.350362714562822752e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183463484011590e+00,5.450362714561918231e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183463480401144e+00,5.550362714562159461e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183463481424326e+00,5.650362714562093380e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183463480941157e+00,5.750362714562115229e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183463481851540e+00,5.850362714562086452e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183463478693177e+00,5.950362714562186461e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183463490415356e+00,6.050362714561821953e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183463446687668e+00,6.150362714563174293e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183463609876242e+00,6.250362714558131749e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183463000850523e+00,6.350362714576942125e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183465273766600e+00,6.450362714506746364e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183456791128009e+00,6.550362714768724004e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183488448763633e+00,6.650362713791005298e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183370300860616e+00,6.750362717439904792e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297183811234838835e+00,6.850362703822027832e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297182165646828089e+00,6.950362754644629604e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297188307064891966e+00,7.050362564972106227e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.297165305525411760e+00,7.150363271806776666e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.294466857893389999e+00,7.250325319755121178e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.284804588103951595e+00,7.349858836534010287e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.268238865490298295e+00,7.448476520894431019e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.244828174294462464e+00,7.545697845497470801e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.214692614142624194e+00,7.641048932264522975e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.177977445191135786e+00,7.734065060591758467e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.134862048482482955e+00,7.824292878813212226e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.085556445744268572e+00,7.911292628208701494e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.030300978118673605e+00,7.994640282446960455e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.969364945478583984e+00,8.073929615281064898e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.903045344906107772e+00,8.148774180182513760e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.831665409419870549e+00,8.218809193837673277e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.755573036271871779e+00,8.283693314310275113e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.675139090376508655e+00,8.343110303678177075e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.590755596893883350e+00,8.396770573195995624e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.502833830982827301e+00,8.444412580224588183e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.411802311407057253e+00,8.485804157371003242e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.318104719147632053e+00,8.520743439732964220e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.222197708051908194e+00,8.549060615887128733e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.124548780176473528e+00,8.570615875319619548e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.025633627972148076e+00,8.585310903406002225e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.925935239962288659e+00,8.593048783694721138e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.825942207874623691e+00,8.594368736114404328e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.725942916857009291e+00,8.594366442201513578e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.625942726885750922e+00,8.594367056853622344e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.525942777788394711e+00,8.594366892158085136e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.425942764149073394e+00,8.594366936288121650e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.325942767803718336e+00,8.594366924463514579e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.225942766824460683e+00,8.594366927631909903e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.125942767086852037e+00,8.594366926782939231e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.025942767016541968e+00,8.594366927010419488e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.925942767035382808e+00,8.594366926949467356e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.825942767030333869e+00,8.594366926965799180e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.725942767031688696e+00,8.594366926961422237e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.625942767031324898e+00,8.594366926962596409e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.525942767031420289e+00,8.594366926962281994e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.425942767031396663e+00,8.594366926962365483e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.325942767031402347e+00,8.594366926962342390e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.225942767031402258e+00,8.594366926962349496e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.125942767031401281e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.025942767031399860e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.925942767031402214e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.825942767031400571e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.725942767031402703e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.625942767031401281e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.525942767031399860e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.425942767031401992e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.325942767031400349e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.225942767031402481e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.125942767031401504e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.025942767031399638e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
9.259427670314017700e-01,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
8.259427670314004599e-01,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
7.259427670314027026e-01,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
6.259427670314013925e-01,8.594366926962345943e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.259427670313995273e-01,8.594366926962356601e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.259427670314026582e-01,8.594366926962313968e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.259427670313979064e-01,8.594366926962470288e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.259427670314132219e-01,8.594366926961889419e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.259427670313621739e-01,8.594366926964061904e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.594276703154508104e-02,8.594366926955947505e+00,4.000000000000000222e-01,4.000000000000000222e-01
-7.405723296913996334e-02,8.594366926986234390e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.740572329665766027e-01,8.594366926873199475e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.740572329761455372e-01,8.594366927295054026e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.740572329404278085e-01,8.594366925720668959e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.740572330737357065e-01,8.594366931596347570e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.740572325762262063e-01,8.594366909668021748e+00,4.000000000000000222e-01,4.000000000000000222e-01
-6.740572344329510690e-01,8.594366991505653530e+00,4.000000000000000222e-01,4.000000000000000222e-01
-7.740572275035636496e-01,8.594366686083448670e+00,4.000000000000000222e-01,4.000000000000000222e-01
-8.740572533643831132e-01,8.594367825934636329e+00,4.000000000000000222e-01,4.000000000000000222e-01
-9.740571568504962086e-01,8.594363571952094105e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.074057517000206907e+00,8.594379427239481117e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.174055121411208935e+00,8.593838298253436037e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.273863637203320520e+00,8.587641006922737574e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.372995255439138029e+00,8.574492253651325058e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.470968244468692010e+00,8.554459839731526571e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.567304712428329472e+00,8.527640399863459564e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.661535230417797715e+00,8.494164918282516297e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.753200502580164244e+00,8.454196477799930776e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.841853771061603418e+00,8.407929899267346130e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.927062948637998874e+00,8.355590675074537899e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.008412736722626324e+00,8.297433901628382458e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.085506646240107731e+00,8.233743027560914030e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.157968930904181626e+00,8.164828474518685653e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.225446418462034170e+00,8.091026123594911468e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.287610231556411744e+00,8.012695678434470281e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.344157392567222775e+00,7.930218912102311002e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.394812292972304135e+00,7.843997806137536166e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.439328064095652504e+00,7.754452592251576348e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.477487677248610076e+00,7.662019700755055673e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.509105388235644440e+00,7.567149646267025354e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.534026191556399965e+00,7.470304783868346732e+00,4.000000000000000222e-01,4.000000000000000222e-01
