# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;6.263611146928188544e-02;4.000000000000000000e+00;0.000000000000000000e+00
1.000000000000000056e-01;1.000000000000000056e-01;0.000000000000000000e+00;0.000000000000000000e+00;-1.678544764776705722e-02;4.000000000000000000e+00;0.000000000000000000e+00
2.000000000000000111e-01;2.000000000000000111e-01;0.000000000000000000e+00;0.000000000000000000e+00;4.506280775139107075e-03;4.000000000000000000e+00;0.000000000000000000e+00
3.000000000000000444e-01;3.000000000000000444e-01;0.000000000000000000e+00;0.000000000000000000e+00;-1.239606490811564436e-03;4.000000000000000000e+00;0.000000000000000000e+00
4.000000000000000222e-01;4.000000000000000222e-01;0.000000000000000000e+00;0.000000000000000000e+00;4.521495698816482703e-04;4.000000000000000000e+00;0.000000000000000000e+00
5.000000000000000000e-01;5.000000000000000000e-01;0.000000000000000000e+00;0.000000000000000000e+00;-5.689917793324104824e-04;4.000000000000000000e+00;0.000000000000000000e+00
6.000000000000000888e-01;6.000000000000000888e-01;0.000000000000000000e+00;0.000000000000000000e+00;1.823813853498557720e-03;4.000000000000000000e+00;0.000000000000000000e+00
7.000000000000000666e-01;7.000000000000000666e-01;0.000000000000000000e+00;0.000000000000000000e+00;-6.726314213881756654e-03;4.000000000000000000e+00;0.000000000000000000e+00
8.000000000000000444e-01;8.000000000000000444e-01;0.000000000000000000e+00;0.000000000000000000e+00;2.508071617601764086e-02;4.000000000000000000e+00;0.000000000000000000e+00
9.000000000000000222e-01;9.000000000000000222e-01;0.000000000000000000e+00;0.000000000000000000e+00;-9.360547338783486992e-02;4.000000000000000000e+00;0.000000000000000000e+00
1.000000000000000000e+00;1.000000000000000000e+00;0.000000000000000000e+00;1.745656239891097208e-02;3.491545740390590846e-01;4.000000000000000000e+00;0.000000000000000000e+00
1.100000000000000089e+00;1.099939050259900686e+00;3.490603079697479627e-03;6.982749638125515523e-02;7.920945954059037675e-01;4.000000000000000000e+00;0.000000000000000000e+00
1.200000000000000178e+00;1.199391008393250635e+00;1.394564805348785623e-02;1.396549128162776487e-01;6.734256963554542397e-01;4.000000000000000000e+00;0.000000000000000000e+00
1.300000000000000044e+00;1.297871160355577702e+00;3.131391422117354995e-02;2.094819254794848540e-01;7.050558028375003561e-01;4.000000000000000000e+00;0.000000000000000000e+00
1.400000000000000133e+00;1.394899524073593966e+00;5.551093320191144431e-02;2.793094486625526396e-01;6.966607207011793479e-01;4.000000000000000000e+00;0.000000000000000000e+00
1.500000000000000000e+00;1.490003195941312475e+00;8.641869289815215516e-02;3.491367304132400595e-01;6.988769069943640000e-01;4.000000000000000000e+00;0.000000000000000000e+00
1.600000000000000089e+00;1.582718651980042024e+00;1.238865817779186557e-01;4.189641036290551179e-01;6.982948025657754743e-01;4.000000000000000000e+00;0.000000000000000000e+00
1.700000000000000178e+00;1.672594008476550931e+00;1.677319759800618149e-01;4.887914456102910310e-01;6.984468684107374425e-01;4.000000000000000000e+00;0.000000000000000000e+00
1.800000000000000044e+00;1.759191223883360911e+00;2.177411816449943971e-01;5.586187976152593437e-01;6.984073675966818717e-01;4.000000000000000000e+00;0.000000000000000000e+00
1.900000000000000133e+00;1.842088233955318843e+00;2.736704589882872352e-01;6.284461465378782252e-01;6.984175665593903570e-01;4.000000000000000000e+00;0.000000000000000000e+00
2.000000000000000000e+00;1.920881008782876043e+00;3.352472158553059800e-01;6.982734963782910587e-01;6.984149502918419739e-01;4.000000000000000000e+00;0.000000000000000000e+00
