# x_m, y_m, w_tr_right_m, w_tr_left_m
-6.341584005930932244e-02,5.256819185455276155e+00,4.000000000000000222e-01,4.000000000000000222e-01
6.130017529069262984e-03,5.328675792901171882e+00,4.000000000000000222e-01,4.000000000000000222e-01
8.051987607165754512e-02,5.395505032767912823e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.593911684799483308e-01,5.456981187009083634e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.423594857039099992e-01,5.512804630208035128e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.290204502947517984e-01,5.562703278713144961e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.189516872912565359e-01,5.606433959072296247e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.117148828237624292e-01,5.643783433289029539e+00,4.000000000000000222e-01,4.000000000000000222e-01
6.068579204024586726e-01,5.674570042334715403e+00,4.000000000000000222e-01,4.000000000000000222e-01
7.039170844779510938e-01,5.698642309283184382e+00,4.000000000000000222e-01,4.000000000000000222e-01
8.024193205342495805e-01,5.715888296947392533e+00,4.000000000000000222e-01,4.000000000000000222e-01
9.018845406987119340e-01,5.726203605094283944e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.001827963631727991e+00,5.729614814833348113e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.101762477291787334e+00,5.733187643684478196e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.201201013060087641e+00,5.743781798170790154e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.299658919653531752e+00,5.761272440909652737e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.396656325255901221e+00,5.785594148591672869e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.491720476354508662e+00,5.816623012324510178e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.584388041883097786e+00,5.854209254534663565e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.674207371440889380e+00,5.898169291032228756e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.760740696581504894e+00,5.948288972462414392e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.843566264442917380e+00,6.004323992793199061e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.922280393319415692e+00,6.066001251976992137e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.996499440156951355e+00,6.133020140471721504e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.065861670382542759e+00,6.205054016968074571e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.130029020954427033e+00,6.281751796991876802e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.188688748040046317e+00,6.362739664968874997e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.241554951291308662e+00,6.447622895906805596e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.288369967287977591e+00,6.535987779304274881e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.328905625357721831e+00,6.627403635506992963e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.362964359652120816e+00,6.721424914792757832e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.390380172058484742e+00,6.817593368925077613e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.411019441254390827e+00,6.915440284599482013e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.424781573961694470e+00,7.014488767894857979e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.431599495225882368e+00,7.114256068596207072e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.431439975331217695e+00,7.214255933060267800e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.424303791758311011e+00,7.314000974156400048e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.410225725394774976e+00,7.413005046731957037e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.389274391017427668e+00,7.510785617024401617e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.361551902872244479e+00,7.606866114471966256e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.327193376981986805e+00,7.700778254460364458e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.286366272607206707e+00,7.792064320684891854e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.239269576070251677e+00,7.880279396003594172e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.186132830920229697e+00,7.964993530909923791e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.127215019165747290e+00,8.045793839051031071e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.062803299028331594e+00,8.122286509597120840e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.993211605367873229e+00,8.194098726583453285e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.918779119604113514e+00,8.260880486135031120e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.839868616581551874e+00,8.322306301721093647e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.756864696472695275e+00,8.378076792876099077e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.670171910195175302e+00,8.427920135540857061e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.580212788013283687e+00,8.471593420021022780e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.487425778923004538e+00,8.508883710284493418e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.392263118423045398e+00,8.539609550606133581e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.295188606625769179e+00,8.563620086289496669e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.196675414516684466e+00,8.580802433338202917e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.097203526642036353e+00,8.591057273286342166e+00,4.000000000000000222e-01,4.000000000000000222e-01
9.972583450557348517e-01,8.594393273287330715e+00,4.000000000000000222e-01,4.000000000000000222e-01
8.972586812987657368e-01,8.594359867485845683e+00,4.000000000000000222e-01,4.000000000000000222e-01
7.972585912027171373e-01,8.594368818543376420e+00,4.000000000000000222e-01,4.000000000000000222e-01
6.972586153438810053e-01,8.594366420114738503e+00,4.000000000000000222e-01,4.000000000000000222e-01
5.972586088752761535e-01,8.594367062771755883e+00,4.000000000000000222e-01,4.000000000000000222e-01
4.972586106085340463e-01,8.594366890572327833e+00,4.000000000000000222e-01,4.000000000000000222e-01
3.972586101441075157e-01,8.594366936713024430e+00,4.000000000000000222e-01,4.000000000000000222e-01
2.972586102685502718e-01,8.594366924349660763e+00,4.000000000000000222e-01,4.000000000000000222e-01
1.972586102352064108e-01,8.594366927662415279e+00,4.000000000000000222e-01,4.000000000000000222e-01
9.725861024414134137e-02,8.594366926774764437e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.741389758252317163e-03,8.594366927012609736e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.027413897576122670e-01,8.594366926948881158e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.027413897577838020e-01,8.594366926965957276e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.027413897577372892e-01,8.594366926961381381e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.027413897577493684e-01,8.594366926962607067e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.027413897577456270e-01,8.594366926962278441e+00,4.000000000000000222e-01,4.000000000000000222e-01
-6.027413897577461599e-01,8.594366926962365483e+00,4.000000000000000222e-01,4.000000000000000222e-01
-7.027413897577439172e-01,8.594366926962342390e+00,4.000000000000000222e-01,4.000000000000000222e-01
-8.027413897577453383e-01,8.594366926962349496e+00,4.000000000000000222e-01,4.000000000000000222e-01
-9.027413897577468704e-01,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.002741389757744628e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.102741389757746049e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.202741389757743917e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.302741389757745338e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.402741389757746759e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.502741389757744628e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.602741389757745827e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.702741389757743695e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.802741389757745338e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
-1.902741389757746759e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.002741389757744628e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.102741389757746049e+00,8.594366926962347719e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.202741389757743917e+00,8.594366926962345943e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.302741389757745338e+00,8.594366926962353048e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.402741389757746759e+00,8.594366926962326403e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.502741389757743740e+00,8.594366926962424102e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.602741389757748713e+00,8.594366926962063502e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.702741389757733259e+00,8.594366926963408204e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.802741389757785306e+00,8.594366926958388220e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.902741389757598434e+00,8.594366926977121679e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.002741389758299739e+00,8.594366926907213156e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.102741389755674817e+00,8.594366927168110237e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.202741389765473734e+00,8.594366926194437539e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.302741389728899524e+00,8.594366929828225921e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.402741389865402422e+00,8.594366916266737988e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.502741389355968682e+00,8.594366966878901337e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.602741391257195946e+00,8.594366777991741202e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.702741384161723381e+00,8.594367482928223723e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.802741410642389575e+00,8.594364852069453775e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.902741311815193459e+00,8.594374670568051044e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.002741679387619378e+00,8.594337955518529526e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.102674200640694657e+00,8.590689452007714166e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.202105873204541986e+00,8.580035108319098214e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.300552621678127352e+00,8.562480754043363618e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.397534482265640143e+00,8.538097402825906457e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.492578816709510647e+00,8.507007820339344661e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.585222379872945453e+00,8.469362474670443675e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.675013641214203375e+00,8.425345130270606830e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.761514968312545726e+00,8.375170245247295142e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.844304764469709923e+00,8.319082386650714867e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.922979522270492403e+00,8.257354914249203759e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.997155790565916078e+00,8.190288681719554376e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.066472043276315063e+00,8.118210561283362381e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.130590441449858652e+00,8.041471853009896975e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.189198479841741651e+00,7.960446571964852502e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.242010510028367598e+00,7.875529625483946639e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.288769132622420877e+00,7.787134888394929177e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.329246451806175067e+00,7.695693185855112972e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.363245186067851833e+00,7.601650193558682211e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.390599629727644171e+00,7.505464265568675408e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.411176460566943014e+00,7.407604200355040192e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.424875389624577160e+00,7.308546955928138189e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.431629649992946618e+00,7.208775325203655271e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.431406322231792316e+00,7.108775582928867465e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.424206494813518020e+00,7.009035115638870828e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.410065258818113954e+00,6.910040046194142249e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.389051536903512130e+00,6.812272864477045609e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.361267747384967919e+00,6.716210075795054024e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.326849305060695094e+00,6.622319878452102238e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.285963961216669560e+00,6.531059881807030010e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.238810986027344185e+00,6.442874875942077750e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.185620197337134307e+00,6.358194663808005132e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.126650840556321143e+00,6.277431966425629284e+00,4.000000000000000222e-01,4.000000000000000222e-01
-5.062190325130558222e+00,6.200980411301567408e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.992552823742320456e+00,6.129212614057390596e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.918077741071615883e+00,6.062478361890101475e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.839128059578997387e+00,6.001102910466235230e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.756088570373382396e+00,5.945385392228384802e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.669363997787157494e+00,5.895597382631402539e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.579377026799179795e+00,5.851981485757115742e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.486566242919823644e+00,5.814750492670617277e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.391383994578719197e+00,5.784085064808826893e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.294294188433751991e+00,5.760137657306799497e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.195770028346644587e+00,5.743013740532436628e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.096291709045092766e+00,5.732838995463605869e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.996344075712314314e+00,5.729504170271692232e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.896414260910791239e+00,5.725846176410954058e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.796989310357658187e+00,5.715113788115037785e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.698553809123326097e+00,5.697500548722271851e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.601587519823002737e+00,5.673054263540266540e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.506563044312304811e+00,5.641904325813603904e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.413943520283483135e+00,5.604199797360092994e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.324180363988876508e+00,5.560125188522897055e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.237711070093203691e+00,5.509895113452913051e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.154957079377969542e+00,5.453754441292733901e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.076321724690572079e+00,5.391976780312940143e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.002188265149218438e+00,5.324863231198668778e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.932918018184801578e+00,5.252740896142482185e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.868848598523840110e+00,5.175961290883654087e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.810292272695516402e+00,5.094898629768199072e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.757534437082754142e+00,5.009948002330295580e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.710832226935074640e+00,4.921523447551212627e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.670413263122796810e+00,4.830055935916975685e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.636474542740702365e+00,4.735991268911907248e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.609181478968243262e+00,4.639787906239015491e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.588667094865906293e+00,4.541914731342748368e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.575031375037055259e+00,4.442848766128481230e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.568340778315180373e+00,4.343072846015951782e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.568627913851664335e+00,4.243073266658391240e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.575891382182754707e+00,4.143337413796857938e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.590095782050382489e+00,4.044351387801662590e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.611171882943573053e+00,3.946597634478493877e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.639016962519505682e+00,3.850552593686463076e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.673495307259670994e+00,3.756684377228448390e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.714438873920996365e+00,3.665450487331098461e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.761648108558088843e+00,3.577295586835645747e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.814892919124816650e+00,3.492649331962521142e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.873913796914836283e+00,3.411924278230516805e+00,4.000000000000000222e-01,4.000000000000000222e-01
-2.938423081375352464e+00,3.335513869669910036e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.008106362129539857e+00,3.263790521380442122e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.082624011374321960e+00,3.197103803839931313e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.161612839184833046e+00,3.135778741337033271e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.244687863657759852e+00,3.080114219604240144e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.331444187266139778e+00,3.030381559982219031e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.421458970280490508e+00,2.986823081159615256e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.514293491637999534e+00,2.949651352692544304e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.609495287215454873e+00,2.919046529332592677e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.706600355084114895e+00,2.895161584224912765e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.805135416998470355e+00,2.878098646161240115e+00,4.000000000000000222e-01,4.000000000000000222e-01
-3.904620225096644415e+00,2.867994439398287909e+00,4.000000000000000222e-01,4.000000000000000222e-01
-4.004569902569812712e+00,2.864696698746279413e+00,4.000000000000000222e-01,4.000000000000000222e-01
